PhD,st_abbr,countyname,pollutant,revoked_naaqs,area_name,split,yr1992,yr1993,yr1994,yr1995,yr1996,yr1997,yr1998,yr1999,yr2000,yr2001,yr2002,yr2003,yr2004,yr2005,yr2006,yr2007,yr2008,yr2009,yr2010,yr2011,yr2012,yr2013,yr2014,yr2015,yr2016,yr2017,yr2018,yr2019,yr2020,yr2021,effec_rede,nonattain,class,part,population,fips_state,fips_cnty,pollorder,composid,exportdt
PENNSYLVANIA,PA,Allegheny County,PM-2.5 (2006),,"Liberty-Clairton, PA",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Moderate,P,20789,42,003,e,PM-2.5.2006.Liberty-Clairton,4/30/22
PENNSYLVANIA,PA,Allegheny County,PM-2.5 (2006),,"Pittsburgh-Beaver Valley, PA",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,14,,,,,,,,10/2/15,,Moderate,P,1206540,42,003,e,PM-2.5.2006.Pittsburgh,4/30/22
PENNSYLVANIA,PA,Allegheny County,PM-2.5 (2012),,"Allegheny County, PA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,15,16,17,18,19,20,21,  -   -,Yes,Moderate,W,1223348,42,003,B,PM-2.5.2012.Allegheny_Co,4/30/22
PENNSYLVANIA,PA,Allegheny County,Sulfur Dioxide (1971),,"Hazelwood, PA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,,,,,,,,,,,,,,,,,,,8/20/04,,Primary,P,387190,42,003,A,SO2.1978.Hazelwood,4/30/22
PENNSYLVANIA,PA,Allegheny County,Sulfur Dioxide (2010),,"Allegheny, PA",FALSE,,,,,,,,,,,,,,,,,,,,,,13,14,15,16,17,18,19,20,21,  -   -,Yes,,P,126934,42,003,A,SO2.2010.Liberty-Clairton,4/30/22
PENNSYLVANIA,PA,Armstrong County,1-Hour Ozone (1979),Revoked,"Pittsburgh-Beaver Valley, PA",FALSE,92,93,94,95,96,97,98,99,00,,,,,,,,,,,,,,,,,,,,,,11/19/01,,Moderate,W,68941,42,005,E,Ozone_1-hr.1990.Pittsburgh,4/30/22
PENNSYLVANIA,PA,Armstrong County,8-Hour Ozone (1997),Revoked,"Pittsburgh-Beaver Valley, PA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Moderate,W,68941,42,005,e,Ozone_8-hr.1997.Pittsburgh,4/30/22
PENNSYLVANIA,PA,Armstrong County,8-Hour Ozone (2008),,"Pittsburgh-Beaver Valley, PA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Marginal,W,68941,42,005,f,Ozone_8-hr.2008.Pittsburgh,4/30/22
PENNSYLVANIA,PA,Armstrong County,PM-2.5 (1997),,"Pittsburgh-Beaver Valley, PA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,,,,,,,,10/2/15,,Moderate,P,4511,42,005,e,PM-2.5.1997.Pittsburgh,4/30/22
PENNSYLVANIA,PA,Armstrong County,PM-2.5 (2006),,"Pittsburgh-Beaver Valley, PA",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,14,,,,,,,,10/2/15,,Moderate,P,4511,42,005,e,PM-2.5.2006.Pittsburgh,4/30/22
PENNSYLVANIA,PA,Armstrong County,Sulfur Dioxide (1971),,"Armstrong Co, PA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Primary,P,4516,42,005,A,SO2.1978.Armstrong_Co,4/30/22
PENNSYLVANIA,PA,Armstrong County,Sulfur Dioxide (2010),,"Indiana, PA",FALSE,,,,,,,,,,,,,,,,,,,,,,13,14,15,16,17,18,19,20,21,  -   -,Yes,,P,3898,42,005,A,SO2.2010.Indiana_Co,4/30/22
PENNSYLVANIA,PA,Beaver County,1-Hour Ozone (1979),Revoked,"Pittsburgh-Beaver Valley, PA",FALSE,92,93,94,95,96,97,98,99,00,,,,,,,,,,,,,,,,,,,,,,11/19/01,,Moderate,W,170539,42,007,E,Ozone_1-hr.1990.Pittsburgh,4/30/22
PENNSYLVANIA,PA,Beaver County,8-Hour Ozone (1997),Revoked,"Pittsburgh-Beaver Valley, PA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Moderate,W,170539,42,007,e,Ozone_8-hr.1997.Pittsburgh,4/30/22
PENNSYLVANIA,PA,Beaver County,8-Hour Ozone (2008),,"Pittsburgh-Beaver Valley, PA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Marginal,W,170539,42,007,f,Ozone_8-hr.2008.Pittsburgh,4/30/22
PENNSYLVANIA,PA,Beaver County,Lead (2008),,"Lower Beaver Valley, PA",FALSE,,,,,,,,,,,,,,,,,,,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,,P,17654,42,007,A,Lead.2008.Lower_Beaver_Valley,4/30/22
PENNSYLVANIA,PA,Beaver County,PM-2.5 (1997),,"Pittsburgh-Beaver Valley, PA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,,,,,,,,10/2/15,,Moderate,W,170539,42,007,e,PM-2.5.1997.Pittsburgh,4/30/22
PENNSYLVANIA,PA,Beaver County,PM-2.5 (2006),,"Pittsburgh-Beaver Valley, PA",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,14,,,,,,,,10/2/15,,Moderate,W,170539,42,007,e,PM-2.5.2006.Pittsburgh,4/30/22
PENNSYLVANIA,PA,Beaver County,Sulfur Dioxide (2010),,"Beaver, PA",FALSE,,,,,,,,,,,,,,,,,,,,,,13,14,15,16,17,18,19,20,21,  -   -,Yes,,P,14780,42,007,A,SO2.2010.Lower_Beaver_Valley,4/30/22
PENNSYLVANIA,PA,Berks County,1-Hour Ozone (1979),Revoked,"Reading, PA",FALSE,92,93,94,95,96,,,,,,,,,,,,,,,,,,,,,,,,,,6/6/97,,Moderate,W,411442,42,011,E,Ozone_1-hr.1990.Reading,4/30/22
PENNSYLVANIA,PA,Berks County,8-Hour Ozone (1997),Revoked,"Reading, PA",FALSE,,,,,,,,,,,,,04,05,06,,,,,,,,,,,,,,,,9/10/07,,Former Subpart 1,W,411442,42,011,g,Ozone_8-hr.1997.Reading,4/30/22
PENNSYLVANIA,PA,Berks County,8-Hour Ozone (2008),,"Reading, PA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Marginal,W,411442,42,011,f,Ozone_8-hr.2008.Reading,4/30/22
PENNSYLVANIA,PA,Berks County,Lead (2008),,"Lyons, PA",FALSE,,,,,,,,,,,,,,,,,,,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,,P,19480,42,011,A,Lead.2008.Lyons,4/30/22
PENNSYLVANIA,PA,Berks County,Lead (2008),,"North Reading, PA",FALSE,,,,,,,,,,,,,,,,,,,10,11,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,,P,29334,42,011,A,Lead.2008.Reading,4/30/22
PENNSYLVANIA,PA,Berks County,PM-2.5 (1997),,"Reading, PA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,,,,,,,,3/4/15,,Moderate,W,411442,42,011,e,PM-2.5.1997.Reading,4/30/22
PENNSYLVANIA,PA,Blair County,1-Hour Ozone (1979),Revoked,"Altoona, PA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Marginal,W,127089,42,013,G,Ozone_1-hr.1990.Altoona,4/30/22
PENNSYLVANIA,PA,Blair County,8-Hour Ozone (1997),Revoked,"Altoona, PA",FALSE,,,,,,,,,,,,,04,05,06,,,,,,,,,,,,,,,,8/1/07,,Former Subpart 1,W,127089,42,013,g,Ozone_8-hr.1997.Altoona,4/30/22
PENNSYLVANIA,PA,Bucks County,1-Hour Ozone (1979),Revoked,"Philadelphia-Wilmington-Trenton, PA-NJ-DE-MD",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Severe-15,W,625249,42,017,C,Ozone_1-hr.1990.Philadelphia,4/30/22
PENNSYLVANIA,PA,Bucks County,8-Hour Ozone (1997),Revoked,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Moderate,W,625249,42,017,e,Ozone_8-hr.1997.Philadelphia,4/30/22
PENNSYLVANIA,PA,Bucks County,8-Hour Ozone (2008),,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Marginal,W,625249,42,017,f,Ozone_8-hr.2008.Philadelphia,4/30/22
PENNSYLVANIA,PA,Bucks County,8-Hour Ozone (2015),,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,625249,42,017,f,Ozone_8-hr.2015.Philadelphia,4/30/22
PENNSYLVANIA,PA,Bucks County,PM-2.5 (1997),,"Philadelphia-Wilmington, PA-NJ-DE",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,,,,,,,,4/21/15,,Moderate,W,625249,42,017,e,PM-2.5.1997.Philadelphia,4/30/22
PENNSYLVANIA,PA,Bucks County,PM-2.5 (2006),,"Philadelphia-Wilmington, PA-NJ-DE",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,14,,,,,,,,4/21/15,,Moderate,W,625249,42,017,e,PM-2.5.2006.Philadelphia,4/30/22
PENNSYLVANIA,PA,Butler County,1-Hour Ozone (1979),Revoked,"Pittsburgh-Beaver Valley, PA",FALSE,92,93,94,95,96,97,98,99,00,,,,,,,,,,,,,,,,,,,,,,11/19/01,,Moderate,W,183862,42,019,E,Ozone_1-hr.1990.Pittsburgh,4/30/22
PENNSYLVANIA,PA,Butler County,8-Hour Ozone (1997),Revoked,"Pittsburgh-Beaver Valley, PA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Moderate,W,183862,42,019,e,Ozone_8-hr.1997.Pittsburgh,4/30/22
PENNSYLVANIA,PA,Butler County,8-Hour Ozone (2008),,"Pittsburgh-Beaver Valley, PA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Marginal,W,183862,42,019,f,Ozone_8-hr.2008.Pittsburgh,4/30/22
PENNSYLVANIA,PA,Butler County,PM-2.5 (1997),,"Pittsburgh-Beaver Valley, PA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,,,,,,,,10/2/15,,Moderate,W,183862,42,019,e,PM-2.5.1997.Pittsburgh,4/30/22
PENNSYLVANIA,PA,Butler County,PM-2.5 (2006),,"Pittsburgh-Beaver Valley, PA",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,14,,,,,,,,10/2/15,,Moderate,W,183862,42,019,e,PM-2.5.2006.Pittsburgh,4/30/22
PENNSYLVANIA,PA,Cambria County,1-Hour Ozone (1979),Revoked,"Johnstown, PA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Marginal,W,143679,42,021,G,Ozone_1-hr.1990.Johnstown,4/30/22
PENNSYLVANIA,PA,Cambria County,8-Hour Ozone (1997),Revoked,"Johnstown, PA",FALSE,,,,,,,,,,,,,04,05,06,,,,,,,,,,,,,,,,8/1/07,,Former Subpart 1,W,143679,42,021,g,Ozone_8-hr.1997.Johnstown,4/30/22
PENNSYLVANIA,PA,Cambria County,PM-2.5 (1997),,"Johnstown, PA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,,,,,,,,7/16/15,,Moderate,W,143679,42,021,e,PM-2.5.1997.Johnstown,4/30/22
PENNSYLVANIA,PA,Cambria County,PM-2.5 (2006),,"Johnstown, PA",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,14,,,,,,,,7/16/15,,Moderate,W,143679,42,021,e,PM-2.5.2006.Johnstown,4/30/22
PENNSYLVANIA,PA,Carbon County,1-Hour Ozone (1979),Revoked,"Allentown-Bethlehem-Easton, PA-NJ",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Marginal,W,65249,42,025,G,Ozone_1-hr.1990.Allentown,4/30/22
PENNSYLVANIA,PA,Carbon County,8-Hour Ozone (1997),Revoked,"Allentown-Bethlehem-Easton, PA",FALSE,,,,,,,,,,,,,04,05,06,07,,,,,,,,,,,,,,,4/3/08,,Former Subpart 1,W,65249,42,025,g,Ozone_8-hr.1997.Allentown,4/30/22
PENNSYLVANIA,PA,Carbon County,8-Hour Ozone (2008),,"Allentown-Bethlehem-Easton, PA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Marginal,W,65249,42,025,f,Ozone_8-hr.2008.Allentown,4/30/22
PENNSYLVANIA,PA,Centre County,8-Hour Ozone (1997),Revoked,"State College, PA",FALSE,,,,,,,,,,,,,04,05,06,,,,,,,,,,,,,,,,12/14/07,,Former Subpart 1,W,153990,42,027,g,Ozone_8-hr.1997.State_College,4/30/22
PENNSYLVANIA,PA,Chester County,1-Hour Ozone (1979),Revoked,"Philadelphia-Wilmington-Trenton, PA-NJ-DE-MD",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Severe-15,W,498886,42,029,C,Ozone_1-hr.1990.Philadelphia,4/30/22
PENNSYLVANIA,PA,Chester County,8-Hour Ozone (1997),Revoked,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Moderate,W,498886,42,029,e,Ozone_8-hr.1997.Philadelphia,4/30/22
PENNSYLVANIA,PA,Chester County,8-Hour Ozone (2008),,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Marginal,W,498886,42,029,f,Ozone_8-hr.2008.Philadelphia,4/30/22
PENNSYLVANIA,PA,Chester County,8-Hour Ozone (2015),,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,498886,42,029,f,Ozone_8-hr.2015.Philadelphia,4/30/22
PENNSYLVANIA,PA,Chester County,PM-2.5 (1997),,"Philadelphia-Wilmington, PA-NJ-DE",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,,,,,,,,4/21/15,,Moderate,W,498886,42,029,e,PM-2.5.1997.Philadelphia,4/30/22
PENNSYLVANIA,PA,Chester County,PM-2.5 (2006),,"Philadelphia-Wilmington, PA-NJ-DE",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,14,,,,,,,,4/21/15,,Moderate,W,498886,42,029,e,PM-2.5.2006.Philadelphia,4/30/22
PENNSYLVANIA,PA,Clearfield County,8-Hour Ozone (1997),Revoked,"Clearfield and Indiana Cos, PA",FALSE,,,,,,,,,,,,,04,05,06,07,08,,,,,,,,,,,,,,4/20/09,,Former Subpart 1,W,81642,42,033,g,Ozone_8-hr.1997.Clearfield_and_Indiana_Cos,4/30/22
PENNSYLVANIA,PA,Columbia County,1-Hour Ozone (1979),Revoked,"Scranton-Wilkes-Barre, PA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Marginal,W,67295,42,037,G,Ozone_1-hr.1990.Scranton,4/30/22
PENNSYLVANIA,PA,Crawford County,1-Hour Ozone (1979),Revoked,"Crawford Co, PA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Incomplete Data,W,88765,42,039,K,Ozone_1-hr.1990.Crawford_Co,4/30/22
PENNSYLVANIA,PA,Cumberland County,1-Hour Ozone (1979),Revoked,"Harrisburg-Lebanon-Carlisle, PA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Marginal,W,235406,42,041,G,Ozone_1-hr.1990.Harrisburg,4/30/22
PENNSYLVANIA,PA,Cumberland County,8-Hour Ozone (1997),Revoked,"Harrisburg-Lebanon-Carlisle, PA",FALSE,,,,,,,,,,,,,04,05,06,,,,,,,,,,,,,,,,7/25/07,,Former Subpart 1,W,235406,42,041,g,Ozone_8-hr.1997.Harrisburg,4/30/22
PENNSYLVANIA,PA,Cumberland County,PM-2.5 (1997),,"Harrisburg-Lebanon-Carlisle, PA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,,,,,,,,,12/8/14,,Moderate,W,235406,42,041,e,PM-2.5.1997.Harrisburg,4/30/22
PENNSYLVANIA,PA,Cumberland County,PM-2.5 (2006),,"Harrisburg-Lebanon-Carlisle-York, PA",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,,,,,,,,,12/8/14,,Moderate,W,235406,42,041,e,PM-2.5.2006.Harrisburg,4/30/22
PENNSYLVANIA,PA,Dauphin County,1-Hour Ozone (1979),Revoked,"Harrisburg-Lebanon-Carlisle, PA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Marginal,W,268100,42,043,G,Ozone_1-hr.1990.Harrisburg,4/30/22
PENNSYLVANIA,PA,Dauphin County,8-Hour Ozone (1997),Revoked,"Harrisburg-Lebanon-Carlisle, PA",FALSE,,,,,,,,,,,,,04,05,06,,,,,,,,,,,,,,,,7/25/07,,Former Subpart 1,W,268100,42,043,g,Ozone_8-hr.1997.Harrisburg,4/30/22
PENNSYLVANIA,PA,Dauphin County,PM-2.5 (1997),,"Harrisburg-Lebanon-Carlisle, PA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,,,,,,,,,12/8/14,,Moderate,W,268100,42,043,e,PM-2.5.1997.Harrisburg,4/30/22
PENNSYLVANIA,PA,Dauphin County,PM-2.5 (2006),,"Harrisburg-Lebanon-Carlisle-York, PA",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,,,,,,,,,12/8/14,,Moderate,W,268100,42,043,e,PM-2.5.2006.Harrisburg,4/30/22
PENNSYLVANIA,PA,Delaware County,1-Hour Ozone (1979),Revoked,"Philadelphia-Wilmington-Trenton, PA-NJ-DE-MD",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Severe-15,W,558979,42,045,C,Ozone_1-hr.1990.Philadelphia,4/30/22
PENNSYLVANIA,PA,Delaware County,8-Hour Ozone (1997),Revoked,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Moderate,W,558979,42,045,e,Ozone_8-hr.1997.Philadelphia,4/30/22
PENNSYLVANIA,PA,Delaware County,8-Hour Ozone (2008),,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Marginal,W,558979,42,045,f,Ozone_8-hr.2008.Philadelphia,4/30/22
PENNSYLVANIA,PA,Delaware County,8-Hour Ozone (2015),,"Philadelphia-Wilmington-Atlantic City, PA-NJ-MD-DE",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,18,19,20,21,  -   -,Yes,Marginal,W,558979,42,045,f,Ozone_8-hr.2015.Philadelphia,4/30/22
PENNSYLVANIA,PA,Delaware County,PM-2.5 (1997),,"Philadelphia-Wilmington, PA-NJ-DE",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,,,,,,,,4/21/15,,Moderate,W,558979,42,045,e,PM-2.5.1997.Philadelphia,4/30/22
PENNSYLVANIA,PA,Delaware County,PM-2.5 (2006),,"Philadelphia-Wilmington, PA-NJ-DE",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,14,,,,,,,,4/21/15,,Moderate,W,558979,42,045,e,PM-2.5.2006.Philadelphia,4/30/22
PENNSYLVANIA,PA,Delaware County,PM-2.5 (2012),,"Delaware County, PA",FALSE,,,,,,,,,,,,,,,,,,,,,,,,15,16,17,18,,,,10/30/19,,Moderate,W,558979,42,045,B,PM-2.5.2012.Delaware_Co,4/30/22
PENNSYLVANIA,PA,Erie County,1-Hour Ozone (1979),Revoked,"Erie, PA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Marginal,W,280566,42,049,G,Ozone_1-hr.1990.Erie,4/30/22
PENNSYLVANIA,PA,Erie County,8-Hour Ozone (1997),Revoked,"Erie, PA",FALSE,,,,,,,,,,,,,04,05,06,,,,,,,,,,,,,,,,11/8/07,,Former Subpart 1,W,280566,42,049,g,Ozone_8-hr.1997.Erie,4/30/22
PENNSYLVANIA,PA,Fayette County,1-Hour Ozone (1979),Revoked,"Pittsburgh-Beaver Valley, PA",FALSE,92,93,94,95,96,97,98,99,00,,,,,,,,,,,,,,,,,,,,,,11/19/01,,Moderate,W,136606,42,051,E,Ozone_1-hr.1990.Pittsburgh,4/30/22
PENNSYLVANIA,PA,Fayette County,8-Hour Ozone (1997),Revoked,"Pittsburgh-Beaver Valley, PA",FALSE,,,,,,,,,,,,,04,05,06,07,08,09,10,11,12,13,14,,,,,,,,  -   -,Yes,Moderate,W,136606,42,051,e,Ozone_8-hr.1997.Pittsburgh,4/30/22
PENNSYLVANIA,PA,Fayette County,8-Hour Ozone (2008),,"Pittsburgh-Beaver Valley, PA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Marginal,W,136606,42,051,f,Ozone_8-hr.2008.Pittsburgh,4/30/22
PENNSYLVANIA,PA,Franklin County,1-Hour Ozone (1979),Revoked,"Franklin Co, PA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Incomplete Data,W,149618,42,055,K,Ozone_1-hr.1990.Franklin_Co,4/30/22
PENNSYLVANIA,PA,Franklin County,8-Hour Ozone (1997),Revoked,"Franklin Co, PA",FALSE,,,,,,,,,,,,,04,05,06,,,,,,,,,,,,,,,,7/25/07,,Former Subpart 1,W,149618,42,055,g,Ozone_8-hr.1997.Franklin_Co,4/30/22
PENNSYLVANIA,PA,Greene County,1-Hour Ozone (1979),Revoked,"Greene Co, PA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Incomplete Data,W,38686,42,059,K,Ozone_1-hr.1990.Greene_Co_PA,4/30/22
PENNSYLVANIA,PA,Greene County,8-Hour Ozone (1997),Revoked,"Greene Co, PA",FALSE,,,,,,,,,,,,,04,05,06,07,08,,,,,,,,,,,,,,4/20/09,,Former Subpart 1,W,38686,42,059,g,Ozone_8-hr.1997.Greene_Co_PA,4/30/22
PENNSYLVANIA,PA,Greene County,PM-2.5 (1997),,"Pittsburgh-Beaver Valley, PA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,,,,,,,,10/2/15,,Moderate,P,2818,42,059,e,PM-2.5.1997.Pittsburgh,4/30/22
PENNSYLVANIA,PA,Greene County,PM-2.5 (2006),,"Pittsburgh-Beaver Valley, PA",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,14,,,,,,,,10/2/15,,Moderate,P,2818,42,059,e,PM-2.5.2006.Pittsburgh,4/30/22
PENNSYLVANIA,PA,Indiana County,8-Hour Ozone (1997),Revoked,"Clearfield and Indiana Cos, PA",FALSE,,,,,,,,,,,,,04,05,06,07,08,,,,,,,,,,,,,,4/20/09,,Former Subpart 1,W,88880,42,063,g,Ozone_8-hr.1997.Clearfield_and_Indiana_Cos,4/30/22
PENNSYLVANIA,PA,Indiana County,PM-2.5 (1997),,"Johnstown, PA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,,,,,,,,7/16/15,,Moderate,P,13244,42,063,e,PM-2.5.1997.Johnstown,4/30/22
PENNSYLVANIA,PA,Indiana County,PM-2.5 (2006),,"Johnstown, PA",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,14,,,,,,,,7/16/15,,Moderate,P,13244,42,063,e,PM-2.5.2006.Johnstown,4/30/22
PENNSYLVANIA,PA,Indiana County,Sulfur Dioxide (2010),,"Indiana, PA",FALSE,,,,,,,,,,,,,,,,,,,,,,13,14,15,16,17,18,19,20,21,  -   -,Yes,,W,88880,42,063,A,SO2.2010.Indiana_Co,4/30/22
PENNSYLVANIA,PA,Juniata County,1-Hour Ozone (1979),Revoked,"Juniata Co, PA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Incomplete Data,W,24636,42,067,K,Ozone_1-hr.1990.Juniata_Co,4/30/22
PENNSYLVANIA,PA,Lackawanna County,1-Hour Ozone (1979),Revoked,"Scranton-Wilkes-Barre, PA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Marginal,W,214437,42,069,G,Ozone_1-hr.1990.Scranton,4/30/22
PENNSYLVANIA,PA,Lackawanna County,8-Hour Ozone (1997),Revoked,"Scranton-Wilkes-Barre, PA",FALSE,,,,,,,,,,,,,04,05,06,,,,,,,,,,,,,,,,12/19/07,,Former Subpart 1,W,214437,42,069,g,Ozone_8-hr.1997.Scranton,4/30/22
PENNSYLVANIA,PA,Lancaster County,1-Hour Ozone (1979),Revoked,"Lancaster, PA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Marginal,W,519445,42,071,G,Ozone_1-hr.1990.Lancaster,4/30/22
PENNSYLVANIA,PA,Lancaster County,8-Hour Ozone (1997),Revoked,"Lancaster, PA",FALSE,,,,,,,,,,,,,04,05,06,,,,,,,,,,,,,,,,7/6/07,,Marginal,W,519445,42,071,f,Ozone_8-hr.1997.Lancaster,4/30/22
PENNSYLVANIA,PA,Lancaster County,8-Hour Ozone (2008),,"Lancaster, PA",FALSE,,,,,,,,,,,,,,,,,,,,,12,13,14,15,16,17,18,19,20,21,  -   -,Yes,Marginal,W,519445,42,071,f,Ozone_8-hr.2008.Lancaster,4/30/22
PENNSYLVANIA,PA,Lancaster County,PM-2.5 (1997),,"Lancaster, PA",FALSE,,,,,,,,,,,,,,05,06,07,08,09,10,11,12,13,14,,,,,,,,7/16/15,,Moderate,W,519445,42,071,e,PM-2.5.1997.Lancaster,4/30/22
PENNSYLVANIA,PA,Lancaster County,PM-2.5 (2006),,"Lancaster, PA",FALSE,,,,,,,,,,,,,,,,,,09,10,11,12,13,14,,,,,,,,7/16/15,,Moderate,W,519445,42,071,e,PM-2.5.2006.Lancaster,4/30/22
PENNSYLVANIA,PA,Lawrence County,1-Hour Ozone (1979),Revoked,"Lawrence Co, PA",FALSE,92,93,94,95,96,97,98,99,00,01,02,03,04,,,,,,,,,,,,,,,,,,  -   -,Yes,Incomplete Data,W,91108,42,073,K,Ozone_1-hr.1990.Lawrence_Co,4/30/22
